LHS (Determinante),RHS (Dipendente),Tipo
DivDistance + Div1AirportID,WheelsOff,2 -> 1
DivDistance + Div1AirportID,WheelsOn,2 -> 1
DivDistance + Div1AirportID,TaxiIn,2 -> 1
DivDistance + Div1AirportID,CRSArrTime,2 -> 1
DivDistance + Div1AirportID,ArrTime,2 -> 1
DivDistance + Div1AirportID,ArrTimeBlk,2 -> 1
DivDistance + Div1AirportID,Cancelled,2 -> 1
DivDistance + Div1AirportID,Diverted,2 -> 1
DivDistance + Div1AirportID,CRSElapsedTime,2 -> 1
DivDistance + Div1AirportID,Distance,2 -> 1
DivDistance + Div1AirportID,DistanceGroup,2 -> 1
DivDistance + Div1AirportID,DivAirportLandings,2 -> 1
DivDistance + Div1AirportID,DivReachedDest,2 -> 1
DivDistance + Div1AirportID,Div1Airport,2 -> 1
DivDistance + Div1AirportID,Div1AirportSeqID,2 -> 1
DivDistance + Div1AirportID,Div1WheelsOn,2 -> 1
DivDistance + Div1AirportID,Div1TotalGTime,2 -> 1
DivDistance + Div1AirportID,Div1LongestGTime,2 -> 1
DivDistance + Div1AirportSeqID,DayofMonth,2 -> 1
DivDistance + Div1AirportSeqID,DayOfWeek,2 -> 1
DivDistance + Div1AirportSeqID,FlightDate,2 -> 1
DivDistance + Div1AirportSeqID,Reporting_Airline,2 -> 1
DivDistance + Div1AirportSeqID,DOT_ID_Reporting_Airline,2 -> 1
DivDistance + Div1AirportSeqID,IATA_CODE_Reporting_Airline,2 -> 1
DivDistance + Div1AirportSeqID,Tail_Number,2 -> 1
DivDistance + Div1AirportSeqID,Flight_Number_Reporting_Airline,2 -> 1
DivDistance + Div1AirportSeqID,OriginAirportID,2 -> 1
DivDistance + Div1AirportSeqID,OriginAirportSeqID,2 -> 1
DivDistance + Div1AirportSeqID,OriginCityMarketID,2 -> 1
DivDistance + Div1AirportSeqID,Origin,2 -> 1
DivDistance + Div1AirportSeqID,OriginCityName,2 -> 1
DivDistance + Div1AirportSeqID,OriginState,2 -> 1
DivDistance + Div1AirportSeqID,OriginStateFips,2 -> 1
DivDistance + Div1AirportSeqID,OriginStateName,2 -> 1
DivDistance + Div1AirportSeqID,OriginWac,2 -> 1
DivDistance + Div1AirportSeqID,DestAirportID,2 -> 1
DivDistance + Div1AirportSeqID,DestAirportSeqID,2 -> 1
DivDistance + Div1AirportSeqID,DestCityMarketID,2 -> 1
DivDistance + Div1AirportSeqID,Dest,2 -> 1
DivDistance + Div1AirportSeqID,DestCityName,2 -> 1
DivDistance + Div1AirportSeqID,DestState,2 -> 1
DivDistance + Div1AirportSeqID,DestStateFips,2 -> 1
DivDistance + Div1AirportSeqID,DestStateName,2 -> 1
DivDistance + Div1AirportSeqID,DestWac,2 -> 1
DivDistance + Div1AirportSeqID,CRSDepTime,2 -> 1
DivDistance + Div1AirportSeqID,DepTime,2 -> 1
DivDistance + Div1AirportSeqID,DepDelay,2 -> 1
DivDistance + Div1AirportSeqID,DepDelayMinutes,2 -> 1
DivDistance + Div1AirportSeqID,DepDel15,2 -> 1
DivDistance + Div1AirportSeqID,DepartureDelayGroups,2 -> 1
DivDistance + Div1AirportSeqID,DepTimeBlk,2 -> 1
DivDistance + Div1AirportSeqID,TaxiOut,2 -> 1
DivDistance + Div1AirportSeqID,WheelsOff,2 -> 1
DivDistance + Div1AirportSeqID,WheelsOn,2 -> 1
DivDistance + Div1AirportSeqID,TaxiIn,2 -> 1
DivDistance + Div1AirportSeqID,CRSArrTime,2 -> 1
DivDistance + Div1AirportSeqID,ArrTime,2 -> 1
DivDistance + Div1AirportSeqID,ArrTimeBlk,2 -> 1
DivDistance + Div1AirportSeqID,Cancelled,2 -> 1
DivDistance + Div1AirportSeqID,Diverted,2 -> 1
DivDistance + Div1AirportSeqID,CRSElapsedTime,2 -> 1
DivDistance + Div1AirportSeqID,Distance,2 -> 1
DivDistance + Div1AirportSeqID,DistanceGroup,2 -> 1
DivDistance + Div1AirportSeqID,DivAirportLandings,2 -> 1
DivDistance + Div1AirportSeqID,DivReachedDest,2 -> 1
DivDistance + Div1AirportSeqID,Div1Airport,2 -> 1
DivDistance + Div1AirportSeqID,Div1AirportID,2 -> 1
DivDistance + Div1AirportSeqID,Div1WheelsOn,2 -> 1
DivDistance + Div1AirportSeqID,Div1TotalGTime,2 -> 1
DivDistance + Div1AirportSeqID,Div1LongestGTime,2 -> 1
DivDistance + Div1WheelsOn,DayofMonth,2 -> 1
DivDistance + Div1WheelsOn,DayOfWeek,2 -> 1
DivDistance + Div1WheelsOn,FlightDate,2 -> 1
DivDistance + Div1WheelsOn,Reporting_Airline,2 -> 1
DivDistance + Div1WheelsOn,DOT_ID_Reporting_Airline,2 -> 1
DivDistance + Div1WheelsOn,IATA_CODE_Reporting_Airline,2 -> 1
DivDistance + Div1WheelsOn,Tail_Number,2 -> 1
DivDistance + Div1WheelsOn,Flight_Number_Reporting_Airline,2 -> 1
DivDistance + Div1WheelsOn,OriginAirportID,2 -> 1
DivDistance + Div1WheelsOn,OriginAirportSeqID,2 -> 1
DivDistance + Div1WheelsOn,OriginCityMarketID,2 -> 1
DivDistance + Div1WheelsOn,Origin,2 -> 1
DivDistance + Div1WheelsOn,OriginCityName,2 -> 1
DivDistance + Div1WheelsOn,OriginState,2 -> 1
DivDistance + Div1WheelsOn,OriginStateFips,2 -> 1
DivDistance + Div1WheelsOn,OriginStateName,2 -> 1
DivDistance + Div1WheelsOn,OriginWac,2 -> 1
DivDistance + Div1WheelsOn,DestAirportID,2 -> 1
DivDistance + Div1WheelsOn,DestAirportSeqID,2 -> 1
DivDistance + Div1WheelsOn,DestCityMarketID,2 -> 1
DivDistance + Div1WheelsOn,Dest,2 -> 1
DivDistance + Div1WheelsOn,DestCityName,2 -> 1
DivDistance + Div1WheelsOn,DestState,2 -> 1
DivDistance + Div1WheelsOn,DestStateFips,2 -> 1
DivDistance + Div1WheelsOn,DestStateName,2 -> 1
DivDistance + Div1WheelsOn,DestWac,2 -> 1
DivDistance + Div1WheelsOn,CRSDepTime,2 -> 1
DivDistance + Div1WheelsOn,DepTime,2 -> 1
DivDistance + Div1WheelsOn,DepDelay,2 -> 1
DivDistance + Div1WheelsOn,DepDelayMinutes,2 -> 1
DivDistance + Div1WheelsOn,DepDel15,2 -> 1
DivDistance + Div1WheelsOn,DepartureDelayGroups,2 -> 1
DivDistance + Div1WheelsOn,DepTimeBlk,2 -> 1
DivDistance + Div1WheelsOn,TaxiOut,2 -> 1
DivDistance + Div1WheelsOn,WheelsOff,2 -> 1
DivDistance + Div1WheelsOn,WheelsOn,2 -> 1
DivDistance + Div1WheelsOn,TaxiIn,2 -> 1
DivDistance + Div1WheelsOn,CRSArrTime,2 -> 1
DivDistance + Div1WheelsOn,ArrTime,2 -> 1
DivDistance + Div1WheelsOn,ArrTimeBlk,2 -> 1
DivDistance + Div1WheelsOn,Cancelled,2 -> 1
DivDistance + Div1WheelsOn,Diverted,2 -> 1
DivDistance + Div1WheelsOn,CRSElapsedTime,2 -> 1
DivDistance + Div1WheelsOn,Distance,2 -> 1
DivDistance + Div1WheelsOn,DistanceGroup,2 -> 1
DivDistance + Div1WheelsOn,DivAirportLandings,2 -> 1
DivDistance + Div1WheelsOn,DivReachedDest,2 -> 1
DivDistance + Div1WheelsOn,Div1Airport,2 -> 1
DivDistance + Div1WheelsOn,Div1AirportID,2 -> 1
DivDistance + Div1WheelsOn,Div1AirportSeqID,2 -> 1
DivDistance + Div1WheelsOn,Div1TotalGTime,2 -> 1
DivDistance + Div1WheelsOn,Div1LongestGTime,2 -> 1
DivDistance + Div1TotalGTime,DayofMonth,2 -> 1
DivDistance + Div1TotalGTime,DayOfWeek,2 -> 1
DivDistance + Div1TotalGTime,FlightDate,2 -> 1
DivDistance + Div1TotalGTime,Reporting_Airline,2 -> 1
DivDistance + Div1TotalGTime,DOT_ID_Reporting_Airline,2 -> 1
DivDistance + Div1TotalGTime,IATA_CODE_Reporting_Airline,2 -> 1
DivDistance + Div1TotalGTime,Tail_Number,2 -> 1
DivDistance + Div1TotalGTime,Flight_Number_Reporting_Airline,2 -> 1
DivDistance + Div1TotalGTime,OriginAirportID,2 -> 1
DivDistance + Div1TotalGTime,OriginAirportSeqID,2 -> 1
DivDistance + Div1TotalGTime,OriginCityMarketID,2 -> 1
DivDistance + Div1TotalGTime,Origin,2 -> 1
DivDistance + Div1TotalGTime,OriginCityName,2 -> 1
DivDistance + Div1TotalGTime,OriginState,2 -> 1
DivDistance + Div1TotalGTime,OriginStateFips,2 -> 1
DivDistance + Div1TotalGTime,OriginStateName,2 -> 1
DivDistance + Div1TotalGTime,OriginWac,2 -> 1
DivDistance + Div1TotalGTime,DestAirportID,2 -> 1
DivDistance + Div1TotalGTime,DestAirportSeqID,2 -> 1
DivDistance + Div1TotalGTime,DestCityMarketID,2 -> 1
DivDistance + Div1TotalGTime,Dest,2 -> 1
DivDistance + Div1TotalGTime,DestCityName,2 -> 1
DivDistance + Div1TotalGTime,DestState,2 -> 1
DivDistance + Div1TotalGTime,DestStateFips,2 -> 1
DivDistance + Div1TotalGTime,DestStateName,2 -> 1
DivDistance + Div1TotalGTime,DestWac,2 -> 1
DivDistance + Div1TotalGTime,CRSDepTime,2 -> 1
DivDistance + Div1TotalGTime,DepTime,2 -> 1
DivDistance + Div1TotalGTime,DepDelay,2 -> 1
DivDistance + Div1TotalGTime,DepDelayMinutes,2 -> 1
DivDistance + Div1TotalGTime,DepDel15,2 -> 1
DivDistance + Div1TotalGTime,DepartureDelayGroups,2 -> 1
DivDistance + Div1TotalGTime,DepTimeBlk,2 -> 1
DivDistance + Div1TotalGTime,TaxiOut,2 -> 1
DivDistance + Div1TotalGTime,WheelsOff,2 -> 1
DivDistance + Div1TotalGTime,WheelsOn,2 -> 1
DivDistance + Div1TotalGTime,TaxiIn,2 -> 1
DivDistance + Div1TotalGTime,CRSArrTime,2 -> 1
DivDistance + Div1TotalGTime,ArrTime,2 -> 1
DivDistance + Div1TotalGTime,ArrTimeBlk,2 -> 1
DivDistance + Div1TotalGTime,Cancelled,2 -> 1
DivDistance + Div1TotalGTime,Diverted,2 -> 1
DivDistance + Div1TotalGTime,CRSElapsedTime,2 -> 1
DivDistance + Div1TotalGTime,Distance,2 -> 1
DivDistance + Div1TotalGTime,DistanceGroup,2 -> 1
DivDistance + Div1TotalGTime,DivAirportLandings,2 -> 1
DivDistance + Div1TotalGTime,DivReachedDest,2 -> 1
DivDistance + Div1TotalGTime,Div1Airport,2 -> 1
DivDistance + Div1TotalGTime,Div1AirportID,2 -> 1
DivDistance + Div1TotalGTime,Div1AirportSeqID,2 -> 1
DivDistance + Div1TotalGTime,Div1WheelsOn,2 -> 1
DivDistance + Div1TotalGTime,Div1LongestGTime,2 -> 1
DivDistance + Div1LongestGTime,DayofMonth,2 -> 1
DivDistance + Div1LongestGTime,DayOfWeek,2 -> 1
DivDistance + Div1LongestGTime,FlightDate,2 -> 1
DivDistance + Div1LongestGTime,Reporting_Airline,2 -> 1
DivDistance + Div1LongestGTime,DOT_ID_Reporting_Airline,2 -> 1
DivDistance + Div1LongestGTime,IATA_CODE_Reporting_Airline,2 -> 1
DivDistance + Div1LongestGTime,Tail_Number,2 -> 1
DivDistance + Div1LongestGTime,Flight_Number_Reporting_Airline,2 -> 1
DivDistance + Div1LongestGTime,OriginAirportID,2 -> 1
DivDistance + Div1LongestGTime,OriginAirportSeqID,2 -> 1
DivDistance + Div1LongestGTime,OriginCityMarketID,2 -> 1
DivDistance + Div1LongestGTime,Origin,2 -> 1
DivDistance + Div1LongestGTime,OriginCityName,2 -> 1
DivDistance + Div1LongestGTime,OriginState,2 -> 1
DivDistance + Div1LongestGTime,OriginStateFips,2 -> 1
DivDistance + Div1LongestGTime,OriginStateName,2 -> 1
DivDistance + Div1LongestGTime,OriginWac,2 -> 1
DivDistance + Div1LongestGTime,DestAirportID,2 -> 1
DivDistance + Div1LongestGTime,DestAirportSeqID,2 -> 1
DivDistance + Div1LongestGTime,DestCityMarketID,2 -> 1
DivDistance + Div1LongestGTime,Dest,2 -> 1
DivDistance + Div1LongestGTime,DestCityName,2 -> 1
DivDistance + Div1LongestGTime,DestState,2 -> 1
DivDistance + Div1LongestGTime,DestStateFips,2 -> 1
DivDistance + Div1LongestGTime,DestStateName,2 -> 1
DivDistance + Div1LongestGTime,DestWac,2 -> 1
DivDistance + Div1LongestGTime,CRSDepTime,2 -> 1
DivDistance + Div1LongestGTime,DepTime,2 -> 1
DivDistance + Div1LongestGTime,DepDelay,2 -> 1
DivDistance + Div1LongestGTime,DepDelayMinutes,2 -> 1
DivDistance + Div1LongestGTime,DepDel15,2 -> 1
DivDistance + Div1LongestGTime,DepartureDelayGroups,2 -> 1
DivDistance + Div1LongestGTime,DepTimeBlk,2 -> 1
DivDistance + Div1LongestGTime,TaxiOut,2 -> 1
DivDistance + Div1LongestGTime,WheelsOff,2 -> 1
DivDistance + Div1LongestGTime,WheelsOn,2 -> 1
DivDistance + Div1LongestGTime,TaxiIn,2 -> 1
DivDistance + Div1LongestGTime,CRSArrTime,2 -> 1
DivDistance + Div1LongestGTime,ArrTime,2 -> 1
DivDistance + Div1LongestGTime,ArrTimeBlk,2 -> 1
DivDistance + Div1LongestGTime,Cancelled,2 -> 1
DivDistance + Div1LongestGTime,Diverted,2 -> 1
DivDistance + Div1LongestGTime,CRSElapsedTime,2 -> 1
DivDistance + Div1LongestGTime,Distance,2 -> 1
DivDistance + Div1LongestGTime,DistanceGroup,2 -> 1
DivDistance + Div1LongestGTime,DivAirportLandings,2 -> 1
DivDistance + Div1LongestGTime,DivReachedDest,2 -> 1
DivDistance + Div1LongestGTime,Div1Airport,2 -> 1
DivDistance + Div1LongestGTime,Div1AirportID,2 -> 1
DivDistance + Div1LongestGTime,Div1AirportSeqID,2 -> 1
DivDistance + Div1LongestGTime,Div1WheelsOn,2 -> 1
DivDistance + Div1LongestGTime,Div1TotalGTime,2 -> 1
Div1Airport + Div1AirportID,DayofMonth,2 -> 1
Div1Airport + Div1AirportID,DayOfWeek,2 -> 1
Div1Airport + Div1AirportID,FlightDate,2 -> 1
Div1Airport + Div1AirportID,Reporting_Airline,2 -> 1
Div1Airport + Div1AirportID,DOT_ID_Reporting_Airline,2 -> 1
Div1Airport + Div1AirportID,IATA_CODE_Reporting_Airline,2 -> 1
Div1Airport + Div1AirportID,Tail_Number,2 -> 1
Div1Airport + Div1AirportID,Flight_Number_Reporting_Airline,2 -> 1
Div1Airport + Div1AirportID,OriginAirportID,2 -> 1
Div1Airport + Div1AirportID,OriginAirportSeqID,2 -> 1
Div1Airport + Div1AirportID,OriginCityMarketID,2 -> 1
Div1Airport + Div1AirportID,Origin,2 -> 1
Div1Airport + Div1AirportID,OriginCityName,2 -> 1
Div1Airport + Div1AirportID,OriginState,2 -> 1
Div1Airport + Div1AirportID,OriginStateFips,2 -> 1
Div1Airport + Div1AirportID,OriginStateName,2 -> 1
Div1Airport + Div1AirportID,OriginWac,2 -> 1
Div1Airport + Div1AirportID,DestAirportID,2 -> 1
Div1Airport + Div1AirportID,DestAirportSeqID,2 -> 1
Div1Airport + Div1AirportID,DestCityMarketID,2 -> 1
Div1Airport + Div1AirportID,Dest,2 -> 1
Div1Airport + Div1AirportID,DestCityName,2 -> 1
Div1Airport + Div1AirportID,DestState,2 -> 1
Div1Airport + Div1AirportID,DestStateFips,2 -> 1
Div1Airport + Div1AirportID,DestStateName,2 -> 1
Div1Airport + Div1AirportID,DestWac,2 -> 1
Div1Airport + Div1AirportID,CRSDepTime,2 -> 1
Div1Airport + Div1AirportID,DepTime,2 -> 1
Div1Airport + Div1AirportID,DepDelay,2 -> 1
Div1Airport + Div1AirportID,DepDelayMinutes,2 -> 1
Div1Airport + Div1AirportID,DepDel15,2 -> 1
Div1Airport + Div1AirportID,DepartureDelayGroups,2 -> 1
Div1Airport + Div1AirportID,DepTimeBlk,2 -> 1
Div1Airport + Div1AirportID,TaxiOut,2 -> 1
Div1Airport + Div1AirportID,WheelsOff,2 -> 1
Div1Airport + Div1AirportID,WheelsOn,2 -> 1
Div1Airport + Div1AirportID,TaxiIn,2 -> 1
Div1Airport + Div1AirportID,CRSArrTime,2 -> 1
Div1Airport + Div1AirportID,ArrTime,2 -> 1
Div1Airport + Div1AirportID,ArrTimeBlk,2 -> 1
Div1Airport + Div1AirportID,Cancelled,2 -> 1
Div1Airport + Div1AirportID,Diverted,2 -> 1
Div1Airport + Div1AirportID,CRSElapsedTime,2 -> 1
Div1Airport + Div1AirportID,Distance,2 -> 1
Div1Airport + Div1AirportID,DistanceGroup,2 -> 1
Div1Airport + Div1AirportID,DivAirportLandings,2 -> 1
Div1Airport + Div1AirportID,DivReachedDest,2 -> 1
Div1Airport + Div1AirportID,DivDistance,2 -> 1
Div1Airport + Div1AirportID,Div1AirportSeqID,2 -> 1
Div1Airport + Div1AirportID,Div1WheelsOn,2 -> 1
Div1Airport + Div1AirportID,Div1TotalGTime,2 -> 1
Div1Airport + Div1AirportID,Div1LongestGTime,2 -> 1
Div1Airport + Div1AirportSeqID,DayofMonth,2 -> 1
Div1Airport + Div1AirportSeqID,DayOfWeek,2 -> 1
Div1Airport + Div1AirportSeqID,FlightDate,2 -> 1
Div1Airport + Div1AirportSeqID,Reporting_Airline,2 -> 1
Div1Airport + Div1AirportSeqID,DOT_ID_Reporting_Airline,2 -> 1
Div1Airport + Div1AirportSeqID,IATA_CODE_Reporting_Airline,2 -> 1
Div1Airport + Div1AirportSeqID,Tail_Number,2 -> 1
Div1Airport + Div1AirportSeqID,Flight_Number_Reporting_Airline,2 -> 1
Div1Airport + Div1AirportSeqID,OriginAirportID,2 -> 1
Div1Airport + Div1AirportSeqID,OriginAirportSeqID,2 -> 1
Div1Airport + Div1AirportSeqID,OriginCityMarketID,2 -> 1
Div1Airport + Div1AirportSeqID,Origin,2 -> 1
Div1Airport + Div1AirportSeqID,OriginCityName,2 -> 1
Div1Airport + Div1AirportSeqID,OriginState,2 -> 1
Div1Airport + Div1AirportSeqID,OriginStateFips,2 -> 1
Div1Airport + Div1AirportSeqID,OriginStateName,2 -> 1
Div1Airport + Div1AirportSeqID,OriginWac,2 -> 1
Div1Airport + Div1AirportSeqID,DestAirportID,2 -> 1
Div1Airport + Div1AirportSeqID,DestAirportSeqID,2 -> 1
Div1Airport + Div1AirportSeqID,DestCityMarketID,2 -> 1
Div1Airport + Div1AirportSeqID,Dest,2 -> 1
Div1Airport + Div1AirportSeqID,DestCityName,2 -> 1
Div1Airport + Div1AirportSeqID,DestState,2 -> 1
Div1Airport + Div1AirportSeqID,DestStateFips,2 -> 1
Div1Airport + Div1AirportSeqID,DestStateName,2 -> 1
Div1Airport + Div1AirportSeqID,DestWac,2 -> 1
Div1Airport + Div1AirportSeqID,CRSDepTime,2 -> 1
Div1Airport + Div1AirportSeqID,DepTime,2 -> 1
Div1Airport + Div1AirportSeqID,DepDelay,2 -> 1
Div1Airport + Div1AirportSeqID,DepDelayMinutes,2 -> 1
Div1Airport + Div1AirportSeqID,DepDel15,2 -> 1
Div1Airport + Div1AirportSeqID,DepartureDelayGroups,2 -> 1
Div1Airport + Div1AirportSeqID,DepTimeBlk,2 -> 1
Div1Airport + Div1AirportSeqID,TaxiOut,2 -> 1
Div1Airport + Div1AirportSeqID,WheelsOff,2 -> 1
Div1Airport + Div1AirportSeqID,WheelsOn,2 -> 1
Div1Airport + Div1AirportSeqID,TaxiIn,2 -> 1
Div1Airport + Div1AirportSeqID,CRSArrTime,2 -> 1
Div1Airport + Div1AirportSeqID,ArrTime,2 -> 1
Div1Airport + Div1AirportSeqID,ArrTimeBlk,2 -> 1
Div1Airport + Div1AirportSeqID,Cancelled,2 -> 1
Div1Airport + Div1AirportSeqID,Diverted,2 -> 1
Div1Airport + Div1AirportSeqID,CRSElapsedTime,2 -> 1
Div1Airport + Div1AirportSeqID,Distance,2 -> 1
Div1Airport + Div1AirportSeqID,DistanceGroup,2 -> 1
Div1Airport + Div1AirportSeqID,DivAirportLandings,2 -> 1
Div1Airport + Div1AirportSeqID,DivReachedDest,2 -> 1
Div1Airport + Div1AirportSeqID,DivDistance,2 -> 1
Div1Airport + Div1AirportSeqID,Div1AirportID,2 -> 1
Div1Airport + Div1AirportSeqID,Div1WheelsOn,2 -> 1
Div1Airport + Div1AirportSeqID,Div1TotalGTime,2 -> 1
Div1Airport + Div1AirportSeqID,Div1LongestGTime,2 -> 1
Div1Airport + Div1WheelsOn,DayofMonth,2 -> 1
Div1Airport + Div1WheelsOn,DayOfWeek,2 -> 1
Div1Airport + Div1WheelsOn,FlightDate,2 -> 1
Div1Airport + Div1WheelsOn,Reporting_Airline,2 -> 1
Div1Airport + Div1WheelsOn,DOT_ID_Reporting_Airline,2 -> 1
Div1Airport + Div1WheelsOn,IATA_CODE_Reporting_Airline,2 -> 1
Div1Airport + Div1WheelsOn,Tail_Number,2 -> 1
Div1Airport + Div1WheelsOn,Flight_Number_Reporting_Airline,2 -> 1
Div1Airport + Div1WheelsOn,OriginAirportID,2 -> 1
Div1Airport + Div1WheelsOn,OriginAirportSeqID,2 -> 1
Div1Airport + Div1WheelsOn,OriginCityMarketID,2 -> 1
Div1Airport + Div1WheelsOn,Origin,2 -> 1
Div1Airport + Div1WheelsOn,OriginCityName,2 -> 1
Div1Airport + Div1WheelsOn,OriginState,2 -> 1
Div1Airport + Div1WheelsOn,OriginStateFips,2 -> 1
Div1Airport + Div1WheelsOn,OriginStateName,2 -> 1
Div1Airport + Div1WheelsOn,OriginWac,2 -> 1
Div1Airport + Div1WheelsOn,DestAirportID,2 -> 1
Div1Airport + Div1WheelsOn,DestAirportSeqID,2 -> 1
Div1Airport + Div1WheelsOn,DestCityMarketID,2 -> 1
Div1Airport + Div1WheelsOn,Dest,2 -> 1
Div1Airport + Div1WheelsOn,DestCityName,2 -> 1
Div1Airport + Div1WheelsOn,DestState,2 -> 1
Div1Airport + Div1WheelsOn,DestStateFips,2 -> 1
Div1Airport + Div1WheelsOn,DestStateName,2 -> 1
Div1Airport + Div1WheelsOn,DestWac,2 -> 1
Div1Airport + Div1WheelsOn,CRSDepTime,2 -> 1
Div1Airport + Div1WheelsOn,DepTime,2 -> 1
Div1Airport + Div1WheelsOn,DepDelay,2 -> 1
Div1Airport + Div1WheelsOn,DepDelayMinutes,2 -> 1
Div1Airport + Div1WheelsOn,DepDel15,2 -> 1
Div1Airport + Div1WheelsOn,DepartureDelayGroups,2 -> 1
Div1Airport + Div1WheelsOn,DepTimeBlk,2 -> 1
Div1Airport + Div1WheelsOn,TaxiOut,2 -> 1
Div1Airport + Div1WheelsOn,WheelsOff,2 -> 1
Div1Airport + Div1WheelsOn,WheelsOn,2 -> 1
Div1Airport + Div1WheelsOn,TaxiIn,2 -> 1
Div1Airport + Div1WheelsOn,CRSArrTime,2 -> 1
Div1Airport + Div1WheelsOn,ArrTime,2 -> 1
Div1Airport + Div1WheelsOn,ArrTimeBlk,2 -> 1
Div1Airport + Div1WheelsOn,Cancelled,2 -> 1
Div1Airport + Div1WheelsOn,Diverted,2 -> 1
Div1Airport + Div1WheelsOn,CRSElapsedTime,2 -> 1
Div1Airport + Div1WheelsOn,Distance,2 -> 1
Div1Airport + Div1WheelsOn,DistanceGroup,2 -> 1
Div1Airport + Div1WheelsOn,DivAirportLandings,2 -> 1
Div1Airport + Div1WheelsOn,DivReachedDest,2 -> 1
Div1Airport + Div1WheelsOn,DivDistance,2 -> 1
Div1Airport + Div1WheelsOn,Div1AirportID,2 -> 1
Div1Airport + Div1WheelsOn,Div1AirportSeqID,2 -> 1
Div1Airport + Div1WheelsOn,Div1TotalGTime,2 -> 1
Div1Airport + Div1WheelsOn,Div1LongestGTime,2 -> 1
Div1Airport + Div1TotalGTime,DayofMonth,2 -> 1
Div1Airport + Div1TotalGTime,DayOfWeek,2 -> 1
Div1Airport + Div1TotalGTime,FlightDate,2 -> 1
Div1Airport + Div1TotalGTime,Reporting_Airline,2 -> 1
Div1Airport + Div1TotalGTime,DOT_ID_Reporting_Airline,2 -> 1
Div1Airport + Div1TotalGTime,IATA_CODE_Reporting_Airline,2 -> 1
Div1Airport + Div1TotalGTime,Tail_Number,2 -> 1
Div1Airport + Div1TotalGTime,Flight_Number_Reporting_Airline,2 -> 1
Div1Airport + Div1TotalGTime,OriginAirportID,2 -> 1
Div1Airport + Div1TotalGTime,OriginAirportSeqID,2 -> 1
Div1Airport + Div1TotalGTime,OriginCityMarketID,2 -> 1
Div1Airport + Div1TotalGTime,Origin,2 -> 1
Div1Airport + Div1TotalGTime,OriginCityName,2 -> 1
Div1Airport + Div1TotalGTime,OriginState,2 -> 1
Div1Airport + Div1TotalGTime,OriginStateFips,2 -> 1
Div1Airport + Div1TotalGTime,OriginStateName,2 -> 1
Div1Airport + Div1TotalGTime,OriginWac,2 -> 1
Div1Airport + Div1TotalGTime,DestAirportID,2 -> 1
Div1Airport + Div1TotalGTime,DestAirportSeqID,2 -> 1
Div1Airport + Div1TotalGTime,DestCityMarketID,2 -> 1
Div1Airport + Div1TotalGTime,Dest,2 -> 1
Div1Airport + Div1TotalGTime,DestCityName,2 -> 1
Div1Airport + Div1TotalGTime,DestState,2 -> 1
Div1Airport + Div1TotalGTime,DestStateFips,2 -> 1
Div1Airport + Div1TotalGTime,DestStateName,2 -> 1
Div1Airport + Div1TotalGTime,DestWac,2 -> 1
Div1Airport + Div1TotalGTime,CRSDepTime,2 -> 1
Div1Airport + Div1TotalGTime,DepTime,2 -> 1
Div1Airport + Div1TotalGTime,DepDelay,2 -> 1
Div1Airport + Div1TotalGTime,DepDelayMinutes,2 -> 1
Div1Airport + Div1TotalGTime,DepDel15,2 -> 1
Div1Airport + Div1TotalGTime,DepartureDelayGroups,2 -> 1
Div1Airport + Div1TotalGTime,DepTimeBlk,2 -> 1
Div1Airport + Div1TotalGTime,TaxiOut,2 -> 1
Div1Airport + Div1TotalGTime,WheelsOff,2 -> 1
Div1Airport + Div1TotalGTime,WheelsOn,2 -> 1
Div1Airport + Div1TotalGTime,TaxiIn,2 -> 1
Div1Airport + Div1TotalGTime,CRSArrTime,2 -> 1
Div1Airport + Div1TotalGTime,ArrTime,2 -> 1
Div1Airport + Div1TotalGTime,ArrTimeBlk,2 -> 1
Div1Airport + Div1TotalGTime,Cancelled,2 -> 1
Div1Airport + Div1TotalGTime,Diverted,2 -> 1
Div1Airport + Div1TotalGTime,CRSElapsedTime,2 -> 1
Div1Airport + Div1TotalGTime,Distance,2 -> 1
Div1Airport + Div1TotalGTime,DistanceGroup,2 -> 1
Div1Airport + Div1TotalGTime,DivAirportLandings,2 -> 1
Div1Airport + Div1TotalGTime,DivReachedDest,2 -> 1
Div1Airport + Div1TotalGTime,DivDistance,2 -> 1
Div1Airport + Div1TotalGTime,Div1AirportID,2 -> 1
Div1Airport + Div1TotalGTime,Div1AirportSeqID,2 -> 1
Div1Airport + Div1TotalGTime,Div1WheelsOn,2 -> 1
Div1Airport + Div1TotalGTime,Div1LongestGTime,2 -> 1
Div1Airport + Div1LongestGTime,DayofMonth,2 -> 1
Div1Airport + Div1LongestGTime,DayOfWeek,2 -> 1
Div1Airport + Div1LongestGTime,FlightDate,2 -> 1
Div1Airport + Div1LongestGTime,Reporting_Airline,2 -> 1
Div1Airport + Div1LongestGTime,DOT_ID_Reporting_Airline,2 -> 1
Div1Airport + Div1LongestGTime,IATA_CODE_Reporting_Airline,2 -> 1
Div1Airport + Div1LongestGTime,Tail_Number,2 -> 1
Div1Airport + Div1LongestGTime,Flight_Number_Reporting_Airline,2 -> 1
Div1Airport + Div1LongestGTime,OriginAirportID,2 -> 1
Div1Airport + Div1LongestGTime,OriginAirportSeqID,2 -> 1
Div1Airport + Div1LongestGTime,OriginCityMarketID,2 -> 1
